"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2026-01-28,"23:30:00","X4","PX",997.8
2026-01-28,"15:28:00","X4","PN",988.5
2026-01-28,NA,"X4","PPT",0
2026-01-28,NA,"X4","RS24h",5.6
2026-01-28,NA,"X4","VVM10",3.4
2026-01-28,NA,"X4","DVM10",291
2026-01-28,"19:38:00","X4","VVX10",17
2026-01-28,"19:38:00","X4","DVVX10",308
2026-01-28,NA,"X8","TM",9.4
2026-01-28,"15:24:00","X8","TX",11.6
2026-01-28,"06:33:00","X8","TN",7.2
2026-01-28,NA,"X8","HRM",54
2026-01-28,"00:00:00","X8","HRX",70
2026-01-28,"03:05:00","X8","HRN",43
2026-01-28,NA,"X8","PM",987.2
2026-01-28,"23:31:00","X8","PX",992
2026-01-28,"15:31:00","X8","PN",982.8
2026-01-28,NA,"X8","PPT",0
2026-01-28,NA,"X8","RS24h",5.2
2026-01-28,NA,"X8","VVM10",3.3
2026-01-28,NA,"X8","DVM10",289
2026-01-28,"19:35:00","X8","VVX10",13.2
2026-01-28,"19:35:00","X8","DVVX10",301
2026-01-29,NA,"D5","TM",7.8
2026-01-29,"13:19:00","D5","TX",13.7
2026-01-29,"03:00:00","D5","TN",4.7
2026-01-29,NA,"D5","HRM",76
2026-01-29,"23:33:00","D5","HRX",85
2026-01-29,"13:02:00","D5","HRN",56
2026-01-29,NA,"D5","PM",952.9
2026-01-29,"23:42:00","D5","PX",954.5
2026-01-29,"14:47:00","D5","PN",951.4
2026-01-29,NA,"D5","PPT",0
2026-01-29,NA,"D5","RS24h",8.1
2026-01-29,NA,"D5","VVM10",2.2
2026-01-29,NA,"D5","DVM10",261
2026-01-29,"11:28:00","D5","VVX10",14.3
2026-01-29,"11:28:00","D5","DVVX10",262
2026-01-29,NA,"X4","TM",11.8
2026-01-29,"13:39:00","X4","TX",16.8
2026-01-29,"02:09:00","X4","TN",9.1
2026-01-29,NA,"X4","HRM",59
2026-01-29,"18:04:00","X4","HRX",73
2026-01-29,"13:39:00","X4","HRN",45
2026-01-29,NA,"X4","PM",997.6
2026-01-29,"22:47:00","X4","PX",998.9
2026-01-29,"14:31:00","X4","PN",995.7
2026-01-29,NA,"X4","PPT",0
2026-01-29,NA,"X4","RS24h",8.3
2026-01-29,NA,"X4","VVM10",2.3
2026-01-29,NA,"X4","DVM10",284
2026-01-29,"02:42:00","X4","VVX10",9
2026-01-29,"02:42:00","X4","DVVX10",307
2026-01-29,NA,"X8","TM",10.7
2026-01-29,"13:21:00","X8","TX",16.4
2026-01-29,"05:00:00","X8","TN",6.8
2026-01-29,NA,"X8","HRM",66
2026-01-29,"18:24:00","X8","HRX",87
2026-01-29,"13:22:00","X8","HRN",47
2026-01-29,NA,"X8","PM",992
2026-01-29,"23:49:00","X8","PX",993.5
2026-01-29,"14:40:00","X8","PN",990.1
2026-01-29,NA,"X8","PPT",0
2026-01-29,NA,"X8","RS24h",8.2
2026-01-29,NA,"X8","VVM10",2.3
2026-01-29,NA,"X8","DVM10",289
2026-01-29,"00:57:00","X8","VVX10",11.6
2026-01-29,"00:57:00","X8","DVVX10",307
2026-01-30,NA,"D5","TM",9.9
2026-01-30,"14:11:00","D5","TX",15.9
2026-01-30,"05:22:00","D5","TN",6.9
2026-01-30,NA,"D5","HRM",65
2026-01-30,"21:10:00","D5","HRX",84
2026-01-30,"14:12:00","D5","HRN",41
2026-01-30,NA,"D5","PM",954.9
2026-01-30,"09:30:00","D5","PX",958.9
2026-01-30,"23:57:00","D5","PN",948.8
2026-01-30,NA,"D5","PPT",0.6
2026-01-30,NA,"D5","RS24h",11.6
2026-01-30,NA,"D5","VVM10",3.5
2026-01-30,NA,"D5","DVM10",288
2026-01-30,"14:28:00","D5","VVX10",15.7
2026-01-30,"14:28:00","D5","DVVX10",257
2026-01-30,NA,"X4","TM",13.7
2026-01-30,"14:10:00","X4","TX",17.9
2026-01-30,"05:05:00","X4","TN",11
2026-01-30,NA,"X4","HRM",52
2026-01-30,"03:00:00","X4","HRX",68
2026-01-30,"14:36:00","X4","HRN",33
2026-01-30,NA,"X4","PM",999.1
2026-01-30,"10:01:00","X4","PX",1003
2026-01-30,"23:59:00","X4","PN",993.1
2026-01-30,NA,"X4","PPT",0
2026-01-30,NA,"X4","RS24h",11.5
2026-01-30,NA,"X4","VVM10",3.3
2026-01-30,NA,"X4","DVM10",307
2026-01-30,"06:41:00","X4","VVX10",13.1
2026-01-30,"06:41:00","X4","DVVX10",307
2026-01-30,NA,"X8","TM",13
2026-01-30,"12:53:00","X8","TX",17.8
2026-01-30,"00:56:00","X8","TN",10
2026-01-30,NA,"X8","HRM",54
2026-01-30,"00:57:00","X8","HRX",76
2026-01-30,"14:13:00","X8","HRN",34
2026-01-30,NA,"X8","PM",993.7
2026-01-30,"09:23:00","X8","PX",997.8
2026-01-30,"23:59:00","X8","PN",987.6
2026-01-30,NA,"X8","PPT",0.1
2026-01-30,NA,"X8","RS24h",11.5
2026-01-30,NA,"X8","VVM10",3.1
2026-01-30,NA,"X8","DVM10",301
2026-01-30,"13:18:00","X8","VVX10",12.9
2026-01-30,"13:18:00","X8","DVVX10",312
2026-01-31,NA,"D5","TM",8.3
2026-01-31,"14:46:00","D5","TX",13.3
2026-01-31,"07:56:00","D5","TN",5.4
2026-01-31,NA,"D5","HRM",68
2026-01-31,"05:36:00","D5","HRX",85
2026-01-31,"14:55:00","D5","HRN",47
2026-01-31,NA,"D5","PM",954.8
2026-01-31,"23:04:00","D5","PX",963.1
2026-01-31,"03:06:00","D5","PN",946.1
2026-01-31,NA,"D5","PPT",0
2026-01-31,NA,"D5","RS24h",11.8
2026-01-31,NA,"D5","VVM10",4
2026-01-31,NA,"D5","DVM10",297
2026-01-31,"08:47:00","D5","VVX10",17.4
2026-01-31,"08:47:00","D5","DVVX10",314
2026-01-31,NA,"X4","TM",12.3
2026-01-31,"15:11:00","X4","TX",16.1
2026-01-31,"08:02:00","X4","TN",9.7
2026-01-31,NA,"X4","HRM",52
2026-01-31,"05:35:00","X4","HRX",67
2026-01-31,"14:01:00","X4","HRN",37
2026-01-31,NA,"X4","PM",999.3
2026-01-31,"22:30:00","X4","PX",1007.8
2026-01-31,"02:53:00","X4","PN",991.1
2026-01-31,NA,"X4","PPT",0.1
2026-01-31,NA,"X4","RS24h",10.3
2026-01-31,NA,"X4","VVM10",3.7
2026-01-31,NA,"X4","DVM10",315
2026-01-31,"06:48:00","X4","VVX10",15.2
2026-01-31,"06:48:00","X4","DVVX10",328
2026-01-31,NA,"X8","TM",11.4
2026-01-31,"14:44:00","X8","TX",15.5
2026-01-31,"07:31:00","X8","TN",8.7
2026-01-31,NA,"X8","HRM",56
2026-01-31,"02:23:00","X8","HRX",73
2026-01-31,"14:19:00","X8","HRN",40
2026-01-31,NA,"X8","PM",993.9
2026-01-31,"23:03:00","X8","PX",1002.2
2026-01-31,"03:12:00","X8","PN",985.4
2026-01-31,NA,"X8","PPT",0
2026-01-31,NA,"X8","RS24h",11.7
2026-01-31,NA,"X8","VVM10",4.6
2026-01-31,NA,"X8","DVM10",306
2026-01-31,"08:35:00","X8","VVX10",14.6
2026-01-31,"08:35:00","X8","DVVX10",338
2026-02-01,NA,"D5","TM",8.7
2026-02-01,"13:30:00","D5","TX",13.4
2026-02-01,"06:51:00","D5","TN",5.9
2026-02-01,NA,"D5","HRM",62
2026-02-01,"01:36:00","D5","HRX",73
2026-02-01,"15:07:00","D5","HRN",48
2026-02-01,NA,"D5","PM",961.4
2026-02-01,"10:11:00","D5","PX",963.4
2026-02-01,"23:52:00","D5","PN",958.4
2026-02-01,NA,"D5","PPT",0
2026-02-01,NA,"D5","RS24h",7.7
2026-02-01,NA,"D5","VVM10",6.6
2026-02-01,NA,"D5","DVM10",302
2026-02-01,"03:15:00","D5","VVX10",17.6
2026-02-01,"03:15:00","D5","DVVX10",320
2026-02-01,NA,"X4","TM",11.9
2026-02-01,"16:01:00","X4","TX",15.4
2026-02-01,"07:09:00","X4","TN",9.4
2026-02-01,NA,"X4","HRM",52
2026-02-01,"23:59:00","X4","HRX",66
2026-02-01,"16:02:00","X4","HRN",40
2026-02-01,NA,"X4","PM",1006.1
2026-02-01,"08:30:00","X4","PX",1008.6
2026-02-01,"23:54:00","X4","PN",1002.9
2026-02-01,NA,"X4","PPT",0
2026-02-01,NA,"X4","RS24h",7.3
2026-02-01,NA,"X4","VVM10",2
2026-02-01,NA,"X4","DVM10",293
2026-02-01,"00:58:00","X4","VVX10",10
2026-02-01,"00:58:00","X4","DVVX10",304
2026-02-01,NA,"X8","TM",10.6
2026-02-01,"15:34:00","X8","TX",15
2026-02-01,"06:12:00","X8","TN",7.7
2026-02-01,NA,"X8","HRM",58
2026-02-01,"23:58:00","X8","HRX",74
2026-02-01,"15:35:00","X8","HRN",43
2026-02-01,NA,"X8","PM",1000.6
2026-02-01,"10:02:00","X8","PX",1002.9
2026-02-01,"23:53:00","X8","PN",997.3
2026-02-01,NA,"X8","PPT",0
2026-02-01,NA,"X8","RS24h",7.2
2026-02-01,NA,"X8","VVM10",2.3
2026-02-01,NA,"X8","DVM10",291
2026-02-01,"02:52:00","X8","VVX10",11.1
2026-02-01,"02:52:00","X8","DVVX10",298
2026-02-02,NA,"D5","TM",9.8
2026-02-02,"11:06:00","D5","TX",11.2
2026-02-02,"22:08:00","D5","TN",7.2
2026-02-02,NA,"D5","HRM",82
2026-02-02,"20:00:00","D5","HRX",100
2026-02-02,"06:19:00","D5","HRN",52
2026-02-02,NA,"D5","PM",951
2026-02-02,"00:12:00","D5","PX",958.4
2026-02-02,"18:13:00","D5","PN",945.9
2026-02-02,NA,"D5","PPT",5.5
2026-02-02,NA,"D5","RS24h",2.1
2026-02-02,NA,"D5","VVM10",4.1
2026-02-02,NA,"D5","DVM10",241
2026-02-02,"19:53:00","D5","VVX10",18
2026-02-02,"19:53:00","D5","DVVX10",259
2026-02-02,NA,"X4","TM",11.5
2026-02-02,"10:39:00","X4","TX",13.5
2026-02-02,"03:31:00","X4","TN",9.5
2026-02-02,NA,"X4","HRM",77
2026-02-02,"20:00:00","X4","HRX",100
2026-02-02,"23:59:00","X4","HRN",59
2026-02-02,NA,"X4","PM",995.3
2026-02-02,"00:02:00","X4","PX",1003
2026-02-02,"18:14:00","X4","PN",989.7
2026-02-02,NA,"X4","PPT",5.6
2026-02-02,NA,"X4","RS24h",2.2
2026-02-02,NA,"X4","VVM10",1.2
2026-02-02,NA,"X4","DVM10",17
2026-02-02,"20:00:00","X4","VVX10",13.9
2026-02-02,"20:00:00","X4","DVVX10",299
2026-02-02,NA,"X8","TM",10.4
2026-02-02,"11:01:00","X8","TX",13.5
2026-02-02,"04:41:00","X8","TN",7.6
2026-02-02,NA,"X8","HRM",83
2026-02-02,"21:40:00","X8","HRX",100
2026-02-02,"23:55:00","X8","HRN",62
2026-02-02,NA,"X8","PM",989.7
2026-02-02,"00:11:00","X8","PX",997.6
2026-02-02,"18:12:00","X8","PN",984.1
2026-02-02,NA,"X8","PPT",5.1
2026-02-02,NA,"X8","RS24h",2.2
2026-02-02,NA,"X8","VVM10",1.1
2026-02-02,NA,"X8","DVM10",279
2026-02-02,"19:55:00","X8","VVX10",12.5
2026-02-02,"19:55:00","X8","DVVX10",264
2026-02-03,NA,"D5","TM",9.7
2026-02-03,"14:17:00","D5","TX",16.6
2026-02-03,"03:33:00","D5","TN",6.2
2026-02-03,NA,"D5","HRM",62
2026-02-03,"23:55:00","D5","HRX",87
2026-02-03,"12:11:00","D5","HRN",45
2026-02-03,NA,"D5","PM",952.5
2026-02-03,"10:31:00","D5","PX",954.9
2026-02-03,"00:00:00","D5","PN",948.7
2026-02-03,NA,"D5","PPT",0
2026-02-03,NA,"D5","RS24h",13
2026-02-03,NA,"D5","VVM10",4.4
2026-02-03,NA,"D5","DVM10",249
2026-02-03,"00:34:00","D5","VVX10",14.9
2026-02-03,"00:34:00","D5","DVVX10",272
2026-02-03,NA,"X4","TM",12.4
2026-02-03,"12:19:00","X4","TX",16
2026-02-03,"06:06:00","X4","TN",9.1
2026-02-03,NA,"X4","HRM",56
2026-02-03,"23:13:00","X4","HRX",71
2026-02-03,"15:08:00","X4","HRN",40
2026-02-03,NA,"X4","PM",996.9
2026-02-03,"10:45:00","X4","PX",999.3
2026-02-03,"00:05:00","X4","PN",993.6
2026-02-03,NA,"X4","PPT",0
2026-02-03,NA,"X4","RS24h",12.6
2026-02-03,NA,"X4","VVM10",1.6
2026-02-03,NA,"X4","DVM10",251
2026-02-03,"02:13:00","X4","VVX10",7.4
2026-02-03,"02:13:00","X4","DVVX10",259
2026-02-03,NA,"X8","TM",11
2026-02-03,"12:42:00","X8","TX",16.5
2026-02-03,"05:07:00","X8","TN",6.7
2026-02-03,NA,"X8","HRM",61
2026-02-03,"23:59:00","X8","HRX",86
2026-02-03,"11:36:00","X8","HRN",41
2026-02-03,NA,"X8","PM",991.4
2026-02-03,"10:30:00","X8","PX",993.8
2026-02-03,"00:03:00","X8","PN",987.9
2026-02-03,NA,"X8","PPT",0
2026-02-03,NA,"X8","RS24h",12.5
2026-02-03,NA,"X8","VVM10",1.9
2026-02-03,NA,"X8","DVM10",275
2026-02-03,"01:12:00","X8","VVX10",9.2
2026-02-03,"01:12:00","X8","DVVX10",267
2026-02-04,NA,"D5","TM",8.2
2026-02-04,"15:30:00","D5","TX",11.5
2026-02-04,"08:00:00","D5","TN",7
2026-02-04,NA,"D5","HRM",80
2026-02-04,"04:22:00","D5","HRX",97
2026-02-04,"15:32:00","D5","HRN",59
2026-02-04,NA,"D5","PM",945.8
2026-02-04,"00:00:00","D5","PX",951
2026-02-04,"15:03:00","D5","PN",943.2
2026-02-04,NA,"D5","PPT",0
2026-02-04,NA,"D5","RS24h",5.6
2026-02-04,NA,"D5","VVM10",2.7
2026-02-04,NA,"D5","DVM10",239
2026-02-04,"07:54:00","D5","VVX10",11.5
2026-02-04,"07:54:00","D5","DVVX10",223
2026-02-04,NA,"X4","TM",11.1
2026-02-04,"15:27:00","X4","TX",14
2026-02-04,"03:53:00","X4","TN",9
2026-02-04,NA,"X4","HRM",65
2026-02-04,"08:22:00","X4","HRX",77
2026-02-04,"15:40:00","X4","HRN",49
2026-02-04,NA,"X4","PM",990
2026-02-04,"00:00:00","X4","PX",995.3
2026-02-04,"15:41:00","X4","PN",987.3
2026-02-04,NA,"X4","PPT",0
2026-02-04,NA,"X4","RS24h",5.3
2026-02-04,NA,"X4","VVM10",1.5
2026-02-04,NA,"X4","DVM10",268
2026-02-04,"15:33:00","X4","VVX10",8.9
2026-02-04,"15:33:00","X4","DVVX10",310
2026-02-04,NA,"X8","TM",10
2026-02-04,"14:48:00","X8","TX",14.5
2026-02-04,"04:03:00","X8","TN",6.6
2026-02-04,NA,"X8","HRM",77
2026-02-04,"07:22:00","X8","HRX",100
2026-02-04,"15:41:00","X8","HRN",50
2026-02-04,NA,"X8","PM",984.5
2026-02-04,"00:00:00","X8","PX",989.9
2026-02-04,"14:39:00","X8","PN",981.7
2026-02-04,NA,"X8","PPT",0
2026-02-04,NA,"X8","RS24h",5.6
2026-02-04,NA,"X8","VVM10",1.4
2026-02-04,NA,"X8","DVM10",288
2026-02-04,"16:19:00","X8","VVX10",7.8
2026-02-04,"16:19:00","X8","DVVX10",289
2026-02-05,NA,"D5","TM",10.5
2026-02-05,"16:00:00","D5","TX",13.1
2026-02-05,"02:33:00","D5","TN",8.7
2026-02-05,NA,"D5","HRM",77
2026-02-05,"15:30:00","D5","HRX",100
2026-02-05,"19:45:00","D5","HRN",60
2026-02-05,NA,"D5","PM",944.1
2026-02-05,"04:56:00","D5","PX",947
2026-02-05,"15:11:00","D5","PN",939.7
2026-02-05,NA,"D5","PPT",1.4
2026-02-05,NA,"D5","RS24h",3.1
2026-02-05,NA,"D5","VVM10",4.7
2026-02-05,NA,"D5","DVM10",246
2026-02-05,"19:33:00","D5","VVX10",15.8
2026-02-05,"19:33:00","D5","DVVX10",268
2026-02-05,NA,"X4","TM",13.3
2026-02-05,"18:33:00","X4","TX",16.6
2026-02-05,"01:41:00","X4","TN",10.5
2026-02-05,NA,"X4","HRM",68
2026-02-05,"13:23:00","X4","HRX",100
2026-02-05,"18:34:00","X4","HRN",46
2026-02-05,NA,"X4","PM",987.8
2026-02-05,"05:00:00","X4","PX",991.1
2026-02-05,"15:40:00","X4","PN",983.1
2026-02-05,NA,"X4","PPT",1
2026-02-05,NA,"X4","RS24h",3.8
2026-02-05,NA,"X4","VVM10",2
2026-02-05,NA,"X4","DVM10",262
2026-02-05,"20:22:00","X4","VVX10",10.2
2026-02-05,"20:22:00","X4","DVVX10",295
2026-02-05,NA,"X8","TM",12.5
2026-02-05,"16:08:00","X8","TX",16.1
2026-02-05,"00:44:00","X8","TN",8.7
2026-02-05,NA,"X8","HRM",73
2026-02-05,"13:30:00","X8","HRX",100
2026-02-05,"18:26:00","X8","HRN",49
2026-02-05,NA,"X8","PM",982.4
2026-02-05,"04:36:00","X8","PX",985.6
2026-02-05,"15:38:00","X8","PN",977.8
2026-02-05,NA,"X8","PPT",1.4
2026-02-05,NA,"X8","RS24h",4
2026-02-05,NA,"X8","VVM10",1.5
2026-02-05,NA,"X8","DVM10",269
2026-02-05,"18:21:00","X8","VVX10",8.7
2026-02-05,"18:21:00","X8","DVVX10",286
2026-02-06,NA,"D5","TM",11.6
2026-02-06,"13:47:00","D5","TX",17
2026-02-06,"05:38:00","D5","TN",8.8
2026-02-06,NA,"D5","HRM",59
2026-02-06,"08:06:00","D5","HRX",72
2026-02-06,"14:26:00","D5","HRN",42
2026-02-06,NA,"D5","PM",951.4
2026-02-06,"23:00:00","D5","PX",954
2026-02-06,"00:02:00","D5","PN",944.8
2026-02-06,NA,"D5","PPT",0
2026-02-06,NA,"D5","RS24h",12.3
2026-02-06,NA,"D5","VVM10",3.4
2026-02-06,NA,"D5","DVM10",258
2026-02-06,"10:21:00","D5","VVX10",12.8
2026-02-06,"10:21:00","D5","DVVX10",273
2026-02-06,NA,"X4","TM",15.1
2026-02-06,"12:45:00","X4","TX",18.5
2026-02-06,"23:53:00","X4","TN",13.3
2026-02-06,NA,"X4","HRM",49
2026-02-06,"21:02:00","X4","HRX",61
2026-02-06,"15:05:00","X4","HRN",36
2026-02-06,NA,"X4","PM",995.5
2026-02-06,"19:04:00","X4","PX",998.1
2026-02-06,"00:03:00","X4","PN",988.7
2026-02-06,NA,"X4","PPT",0
2026-02-06,NA,"X4","RS24h",10.3
2026-02-06,NA,"X4","VVM10",2.9
2026-02-06,NA,"X4","DVM10",281
2026-02-06,"01:14:00","X4","VVX10",13.9
2026-02-06,"01:14:00","X4","DVVX10",286
2026-02-06,NA,"X8","TM",14
2026-02-06,"14:36:00","X8","TX",18.7
2026-02-06,"21:00:00","X8","TN",11
2026-02-06,NA,"X8","HRM",53
2026-02-06,"18:01:00","X8","HRX",68
2026-02-06,"14:37:00","X8","HRN",38
2026-02-06,NA,"X8","PM",990
2026-02-06,"23:57:00","X8","PX",992.7
2026-02-06,"00:00:00","X8","PN",983.2
2026-02-06,NA,"X8","PPT",0
2026-02-06,NA,"X8","RS24h",10.8
2026-02-06,NA,"X8","VVM10",2.5
2026-02-06,NA,"X8","DVM10",283
2026-02-06,"10:48:00","X8","VVX10",10.1
2026-02-06,"10:48:00","X8","DVVX10",269
2026-02-07,NA,"D5","TM",9.4
2026-02-07,"14:46:00","D5","TX",14.1
2026-02-07,"04:44:00","D5","TN",7
2026-02-07,NA,"D5","HRM",64
2026-02-07,"22:30:00","D5","HRX",89
2026-02-07,"15:07:00","D5","HRN",41
2026-02-07,NA,"D5","PM",956.8
2026-02-07,"16:14:00","D5","PX",959.1
2026-02-07,"01:36:00","D5","PN",953.2
2026-02-07,NA,"D5","PPT",0
2026-02-07,NA,"D5","RS24h",12.8
2026-02-07,NA,"D5","VVM10",3.1
2026-02-07,NA,"D5","DVM10",264
2026-02-07,"06:54:00","D5","VVX10",14.1
2026-02-07,"06:54:00","D5","DVVX10",345
2026-02-07,NA,"X4","TM",13.1
2026-02-07,"14:50:00","X4","TX",16.5
2026-02-07,"07:48:00","X4","TN",11.2
2026-02-07,NA,"X4","HRM",50
2026-02-07,"23:51:00","X4","HRX",69
2026-02-07,"14:50:00","X4","HRN",33
2026-02-07,NA,"X4","PM",1001.6
2026-02-07,"12:03:00","X4","PX",1003.8
2026-02-07,"00:31:00","X4","PN",997.7
2026-02-07,NA,"X4","PPT",0
2026-02-07,NA,"X4","RS24h",12.8
2026-02-07,NA,"X4","VVM10",3.1
2026-02-07,NA,"X4","DVM10",275
2026-02-07,"09:27:00","X4","VVX10",12.5
2026-02-07,"09:27:00","X4","DVVX10",286
2026-02-07,NA,"X8","TM",12.2
2026-02-07,"14:08:00","X8","TX",16.3
2026-02-07,"05:21:00","X8","TN",9.8
2026-02-07,NA,"X8","HRM",54
2026-02-07,"23:34:00","X8","HRX",78
2026-02-07,"14:22:00","X8","HRN",35
2026-02-07,NA,"X8","PM",996
2026-02-07,"16:52:00","X8","PX",998.1
2026-02-07,"00:48:00","X8","PN",992.3
2026-02-07,NA,"X8","PPT",0
2026-02-07,NA,"X8","RS24h",12.8
2026-02-07,NA,"X8","VVM10",2.5
2026-02-07,NA,"X8","DVM10",283
2026-02-07,"11:44:00","X8","VVX10",11.9
2026-02-07,"11:44:00","X8","DVVX10",296
2026-02-08,NA,"D5","TM",9.2
2026-02-08,"15:08:00","D5","TX",14.8
2026-02-08,"05:56:00","D5","TN",6.4
2026-02-08,NA,"D5","HRM",78
2026-02-08,"01:44:00","D5","HRX",98
2026-02-08,"15:11:00","D5","HRN",52
2026-02-08,NA,"D5","PM",955
2026-02-08,"22:39:00","D5","PX",960
2026-02-08,"06:31:00","D5","PN",952
2026-02-08,NA,"D5","PPT",0.4
2026-02-08,NA,"D5","RS24h",10.9
2026-02-08,NA,"X4","TM",12.6
2026-02-08,"14:13:00","X4","TX",17.7
2026-02-08,"07:15:00","X4","TN",9.9
2026-02-08,NA,"X4","HRM",64
2026-02-08,"23:59:00","X4","HRX",78
2026-02-08,"14:12:00","X4","HRN",40
2026-02-08,NA,"X4","PM",999.4
2026-02-08,"22:30:00","X4","PX",1004.7
2026-02-08,"05:44:00","X4","PN",996.4
2026-02-08,NA,"X4","PPT",0.2
2026-02-08,NA,"X4","RS24h",11.6
2026-02-08,NA,"X4","VVM10",1.9
2026-02-08,NA,"X4","DVM10",24
2026-02-08,"12:26:00","X4","VVX10",8.6
2026-02-08,"12:26:00","X4","DVVX10",307
2026-02-08,NA,"X8","TM",11.8
2026-02-08,"14:40:00","X8","TX",17.1
2026-02-08,"06:38:00","X8","TN",7.4
2026-02-08,NA,"X8","HRM",69
2026-02-08,"05:31:00","X8","HRX",100
2026-02-08,"14:37:00","X8","HRN",43
2026-02-08,NA,"X8","PM",993.8
2026-02-08,"22:36:00","X8","PX",999.1
2026-02-08,"06:00:00","X8","PN",990.8
2026-02-08,NA,"X8","PPT",0
2026-02-08,NA,"X8","RS24h",11.5
2026-02-08,NA,"X8","VVM10",1.8
2026-02-08,NA,"X8","DVM10",3
2026-02-08,"12:04:00","X8","VVX10",9.3
2026-02-08,"12:04:00","X8","DVVX10",304
2026-02-09,NA,"D5","TM",9
2026-02-09,"13:26:00","D5","TX",14.5
2026-02-09,"07:01:00","D5","TN",6.1
2026-02-09,NA,"D5","HRM",71
2026-02-09,"22:21:00","D5","HRX",98
2026-02-09,"12:42:00","D5","HRN",48
2026-02-09,NA,"D5","PM",958.9
2026-02-09,"02:00:00","D5","PX",959.9
2026-02-09,"23:59:00","D5","PN",957.7
2026-02-09,NA,"D5","PPT",1.6
2026-02-09,NA,"D5","RS24h",10.3
2026-02-09,NA,"X4","TM",12.7
2026-02-09,"14:51:00","X4","TX",16.5
2026-02-09,"07:30:00","X4","TN",10.5
2026-02-09,NA,"X4","HRM",60
2026-02-09,"22:12:00","X4","HRX",81
2026-02-09,"14:52:00","X4","HRN",41
2026-02-09,NA,"X4","PM",1003.6
2026-02-09,"02:00:00","X4","PX",1004.8
2026-02-09,"23:56:00","X4","PN",1002.1
2026-02-09,NA,"X4","PPT",1.3
2026-02-09,NA,"X4","RS24h",10.5
2026-02-09,NA,"X4","VVM10",1.8
2026-02-09,NA,"X4","DVM10",277
2026-02-09,"15:18:00","X4","VVX10",7.2
2026-02-09,"15:18:00","X4","DVVX10",306
2026-02-09,NA,"X8","TM",11.6
2026-02-09,"13:36:00","X8","TX",16.1
2026-02-09,"05:09:00","X8","TN",8.6
2026-02-09,NA,"X8","HRM",66
2026-02-09,"22:06:00","X8","HRX",100
2026-02-09,"11:57:00","X8","HRN",43
2026-02-09,NA,"X8","PM",998
2026-02-09,"01:56:00","X8","PX",999.3
2026-02-09,"23:53:00","X8","PN",996.5
2026-02-09,NA,"X8","PPT",1.3
2026-02-09,NA,"X8","RS24h",10.8
2026-02-09,NA,"X8","VVM10",1.6
2026-02-09,NA,"X8","DVM10",282
2026-02-09,"14:57:00","X8","VVX10",6.8
2026-02-09,"14:57:00","X8","DVVX10",299
2026-02-10,NA,"D5","TM",12.6
2026-02-10,"13:43:00","D5","TX",17.1
2026-02-10,"06:00:00","D5","TN",8.2
2026-02-10,NA,"D5","HRM",82
2026-02-10,"01:00:00","D5","HRX",100
2026-02-10,"23:58:00","D5","HRN",62
2026-02-10,NA,"D5","PM",956.3
2026-02-10,"10:08:00","D5","PX",958.1
2026-02-10,"23:46:00","D5","PN",953.5
2026-02-10,NA,"D5","PPT",0.4
2026-02-10,NA,"D5","RS24h",7.5
2026-02-10,NA,"D5","VVM10",2.5
2026-02-10,NA,"D5","DVM10",264
2026-02-10,"04:42:00","D5","VVX10",11.9
2026-02-10,"04:42:00","D5","DVVX10",311
2026-02-10,NA,"X4","TM",15.5
2026-02-10,"16:00:00","X4","TX",19.8
2026-02-10,"04:09:00","X4","TN",11.6
2026-02-10,NA,"X4","HRM",69
2026-02-10,"02:16:00","X4","HRX",84
2026-02-10,"14:48:00","X4","HRN",55
2026-02-10,NA,"X4","PM",1000.2
2026-02-10,"10:00:00","X4","PX",1002.5
2026-02-10,"23:49:00","X4","PN",997.4
2026-02-10,NA,"X4","PPT",0.1
2026-02-10,NA,"X4","RS24h",8.1
2026-02-10,NA,"X4","VVM10",1.4
2026-02-10,NA,"X4","DVM10",262
2026-02-10,"14:22:00","X4","VVX10",6.3
2026-02-10,"14:22:00","X4","DVVX10",254
2026-02-10,NA,"X8","TM",14.7
2026-02-10,"14:50:00","X8","TX",19.5
2026-02-10,"03:12:00","X8","TN",10.2
2026-02-10,NA,"X8","HRM",75
2026-02-10,"03:02:00","X8","HRX",100
2026-02-10,"23:58:00","X8","HRN",56
2026-02-10,NA,"X8","PM",994.7
2026-02-10,"08:48:00","X8","PX",997
2026-02-10,"22:43:00","X8","PN",991.9
2026-02-10,NA,"X8","PPT",0
2026-02-10,NA,"X8","RS24h",8
2026-02-10,NA,"X8","VVM10",1.6
2026-02-10,NA,"X8","DVM10",272
2026-02-10,"04:33:00","X8","VVX10",7.2
2026-02-10,"04:33:00","X8","DVVX10",281
2026-02-11,NA,"D5","TM",14.6
2026-02-11,"13:17:00","D5","TX",18.4
2026-02-11,"20:42:00","D5","TN",10.9
2026-02-11,NA,"D5","HRM",62
2026-02-11,"20:37:00","D5","HRX",100
2026-02-11,"12:57:00","D5","HRN",42
2026-02-11,NA,"D5","PM",955.2
2026-02-11,"10:39:00","D5","PX",959.4
2026-02-11,"23:39:00","D5","PN",951
2026-02-11,NA,"D5","PPT",1.5
2026-02-11,NA,"D5","RS24h",10.1
2026-02-11,NA,"D5","VVM10",2.9
2026-02-11,NA,"D5","DVM10",290
