"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2026-03-11,NA,"X4","RS24h",16.1
2026-03-11,NA,"X4","VVM10",1
2026-03-11,NA,"X4","DVM10",291
2026-03-11,"17:28:00","X4","VVX10",6
2026-03-11,"17:28:00","X4","DVVX10",282
2026-03-11,NA,"X8","TM",13.1
2026-03-11,"11:49:00","X8","TX",18.3
2026-03-11,"06:08:00","X8","TN",8.4
2026-03-11,NA,"X8","HRM",76
2026-03-11,"06:30:00","X8","HRX",100
2026-03-11,"10:01:00","X8","HRN",50
2026-03-11,NA,"X8","PM",1014.5
2026-03-11,"23:08:00","X8","PX",1015.9
2026-03-11,"17:00:00","X8","PN",1013.4
2026-03-11,NA,"X8","PPT",0
2026-03-11,NA,"X8","RS24h",16
2026-03-11,NA,"X8","VVM10",1.4
2026-03-11,NA,"X8","DVM10",253
2026-03-11,"14:09:00","X8","VVX10",7
2026-03-11,"14:09:00","X8","DVVX10",212
2026-03-12,NA,"D5","TM",11.6
2026-03-12,"13:33:00","D5","TX",15.3
2026-03-12,"23:59:00","D5","TN",10.1
2026-03-12,NA,"D5","HRM",84
2026-03-12,"18:11:00","D5","HRX",93
2026-03-12,"21:42:00","D5","HRN",65
2026-03-12,NA,"D5","PM",975.3
2026-03-12,"09:30:00","D5","PX",977.4
2026-03-12,"23:59:00","D5","PN",973.4
2026-03-12,NA,"D5","PPT",0
2026-03-12,NA,"D5","RS24h",8
2026-03-12,NA,"D5","VVM10",2.9
2026-03-12,NA,"D5","DVM10",203
2026-03-12,"10:23:00","D5","VVX10",8.8
2026-03-12,"10:23:00","D5","DVVX10",177
2026-03-12,NA,"X4","TM",14.5
2026-03-12,"13:29:00","X4","TX",16.8
2026-03-12,"23:59:00","X4","TN",12.4
2026-03-12,NA,"X4","HRM",73
2026-03-12,"23:44:00","X4","HRX",86
2026-03-12,"16:44:00","X4","HRN",63
2026-03-12,NA,"X4","PM",1020.3
2026-03-12,"10:00:00","X4","PX",1022.6
2026-03-12,"23:57:00","X4","PN",1018.3
2026-03-12,NA,"X4","PPT",0
2026-03-12,NA,"X4","RS24h",12.2
2026-03-12,NA,"X4","VVM10",0.8
2026-03-12,NA,"X4","DVM10",242
2026-03-12,"12:18:00","X4","VVX10",6.9
2026-03-12,"12:18:00","X4","DVVX10",240
2026-03-12,NA,"X8","TM",13.6
2026-03-12,"14:53:00","X8","TX",16.9
2026-03-12,"23:58:00","X8","TN",10.2
2026-03-12,NA,"X8","HRM",77
2026-03-12,"23:59:00","X8","HRX",99
2026-03-12,"13:01:00","X8","HRN",66
2026-03-12,NA,"X8","PM",1014.7
2026-03-12,"09:24:00","X8","PX",1017.1
2026-03-12,"23:58:00","X8","PN",1012.4
2026-03-12,NA,"X8","PPT",0
2026-03-12,NA,"X8","RS24h",9
2026-03-12,NA,"X8","VVM10",1.4
2026-03-12,NA,"X8","DVM10",229
2026-03-12,"11:52:00","X8","VVX10",6.7
2026-03-12,"11:52:00","X8","DVVX10",142
2026-03-13,NA,"D5","TM",12.2
2026-03-13,"14:37:00","D5","TX",17.7
2026-03-13,"05:38:00","D5","TN",8.8
2026-03-13,NA,"D5","HRM",80
2026-03-13,"18:30:00","D5","HRX",100
2026-03-13,"23:59:00","D5","HRN",54
2026-03-13,NA,"D5","PM",968.4
2026-03-13,"00:00:00","D5","PX",973.4
2026-03-13,"23:58:00","D5","PN",961
2026-03-13,NA,"D5","PPT",0
2026-03-13,NA,"D5","RS24h",16.8
2026-03-13,NA,"D5","VVM10",2.8
2026-03-13,NA,"D5","DVM10",226
2026-03-13,"23:53:00","D5","VVX10",9.9
2026-03-13,"23:53:00","D5","DVVX10",245
2026-03-13,NA,"X4","TM",13.7
2026-03-13,"14:36:00","X4","TX",16.9
2026-03-13,"05:55:00","X4","TN",11.2
2026-03-13,NA,"X4","HRM",78
2026-03-13,"22:26:00","X4","HRX",91
2026-03-13,"13:00:00","X4","HRN",64
2026-03-13,NA,"X4","PM",1013.2
2026-03-13,"00:03:00","X4","PX",1018.3
2026-03-13,"23:59:00","X4","PN",1005.4
2026-03-13,NA,"X4","PPT",0
2026-03-13,NA,"X4","RS24h",15.9
2026-03-13,NA,"X4","VVM10",0.8
2026-03-13,NA,"X4","DVM10",190
2026-03-13,"13:30:00","X4","VVX10",5.1
2026-03-13,"13:30:00","X4","DVVX10",186
2026-03-13,NA,"X8","TM",12.7
2026-03-13,"11:54:00","X8","TX",17.5
2026-03-13,"06:00:00","X8","TN",8.7
2026-03-13,NA,"X8","HRM",89
2026-03-13,"23:30:00","X8","HRX",100
2026-03-13,"11:55:00","X8","HRN",62
2026-03-13,NA,"X8","PM",1007.6
2026-03-13,"00:29:00","X8","PX",1012.8
2026-03-13,"23:59:00","X8","PN",999.8
2026-03-13,NA,"X8","PPT",0
2026-03-13,NA,"X8","RS24h",17.4
2026-03-13,NA,"X8","VVM10",1.2
2026-03-13,NA,"X8","DVM10",229
2026-03-13,"14:19:00","X8","VVX10",5.4
2026-03-13,"14:19:00","X8","DVVX10",217
2026-03-14,NA,"D5","TM",8.6
2026-03-14,"00:50:00","D5","TX",13.8
2026-03-14,"19:00:00","D5","TN",4.6
2026-03-14,NA,"D5","HRM",87
2026-03-14,"23:00:00","D5","HRX",100
2026-03-14,"00:49:00","D5","HRN",52
2026-03-14,NA,"D5","PM",956.6
2026-03-14,"00:00:00","D5","PX",961.1
2026-03-14,"13:37:00","D5","PN",954.9
2026-03-14,NA,"D5","PPT",22.2
2026-03-14,NA,"D5","RS24h",1.8
2026-03-14,NA,"D5","VVM10",2.9
2026-03-14,NA,"D5","DVM10",228
2026-03-14,"18:42:00","D5","VVX10",12.3
2026-03-14,"18:42:00","D5","DVVX10",358
2026-03-14,NA,"X4","TM",10.8
2026-03-14,"01:00:00","X4","TX",13.6
2026-03-14,"19:06:00","X4","TN",7.1
2026-03-14,NA,"X4","HRM",93
2026-03-14,"19:30:00","X4","HRX",100
2026-03-14,"23:59:00","X4","HRN",69
2026-03-14,NA,"X4","PM",1001.2
2026-03-14,"00:00:00","X4","PX",1005.4
2026-03-14,"13:44:00","X4","PN",999.6
2026-03-14,NA,"X4","PPT",32.9
2026-03-14,NA,"X4","RS24h",2.7
2026-03-14,NA,"X4","VVM10",1
2026-03-14,NA,"X4","DVM10",223
2026-03-14,"19:03:00","X4","VVX10",6.5
2026-03-14,"19:03:00","X4","DVVX10",294
2026-03-14,NA,"X8","TM",10
2026-03-14,"10:36:00","X8","TX",12.5
2026-03-14,"19:56:00","X8","TN",7
2026-03-14,NA,"X8","HRM",99
2026-03-14,"23:07:00","X8","HRX",100
2026-03-14,"23:53:00","X8","HRN",80
2026-03-14,NA,"X8","PM",995.6
2026-03-14,"00:00:00","X8","PX",999.9
2026-03-14,"13:38:00","X8","PN",993.9
2026-03-14,NA,"X8","PPT",13.4
2026-03-14,NA,"X8","RS24h",2.9
2026-03-14,NA,"X8","VVM10",1.8
2026-03-14,NA,"X8","DVM10",294
2026-03-14,"12:23:00","X8","VVX10",7.4
2026-03-14,"12:23:00","X8","DVVX10",95
2026-03-15,NA,"D5","TM",9.5
2026-03-15,"15:00:00","D5","TX",17.3
2026-03-15,"06:15:00","D5","TN",2.9
2026-03-15,NA,"D5","HRM",42
2026-03-15,"07:31:00","D5","HRX",72
2026-03-15,"23:27:00","D5","HRN",15
2026-03-15,NA,"D5","PM",960.3
2026-03-15,"23:52:00","D5","PX",967.4
2026-03-15,"07:59:00","D5","PN",956.8
2026-03-15,NA,"D5","PPT",0
2026-03-15,NA,"D5","RS24h",18.7
2026-03-15,NA,"D5","VVM10",3.6
2026-03-15,NA,"D5","DVM10",277
2026-03-15,"01:51:00","D5","VVX10",12.9
2026-03-15,"01:51:00","D5","DVVX10",314
2026-03-15,NA,"X4","TM",12.9
2026-03-15,"13:00:00","X4","TX",19.3
2026-03-15,"03:21:00","X4","TN",6.9
2026-03-15,NA,"X4","HRM",38
2026-03-15,"03:25:00","X4","HRX",66
2026-03-15,"13:00:00","X4","HRN",11
2026-03-15,NA,"X4","PM",1004.9
2026-03-15,"23:56:00","X4","PX",1012.3
2026-03-15,"08:31:00","X4","PN",1001.9
2026-03-15,NA,"X4","PPT",0
2026-03-15,NA,"X4","RS24h",18.7
2026-03-15,NA,"X4","VVM10",0.8
2026-03-15,NA,"X4","DVM10",309
2026-03-15,"09:20:00","X4","VVX10",5.9
2026-03-15,"09:20:00","X4","DVVX10",287
2026-03-15,NA,"X8","TM",11.8
2026-03-15,"13:40:00","X8","TX",19.7
2026-03-15,"04:10:00","X8","TN",4.3
2026-03-15,NA,"X8","HRM",41
2026-03-15,"00:00:00","X8","HRX",86
2026-03-15,"13:24:00","X8","HRN",10
2026-03-15,NA,"X8","PM",999.4
2026-03-15,"23:55:00","X8","PX",1006.8
2026-03-15,"02:31:00","X8","PN",996.3
2026-03-15,NA,"X8","PPT",0
2026-03-15,NA,"X8","RS24h",20.1
2026-03-15,NA,"X8","VVM10",2.2
2026-03-15,NA,"X8","DVM10",293
2026-03-15,"09:51:00","X8","VVX10",8.5
2026-03-15,"09:51:00","X8","DVVX10",283
2026-03-16,NA,"D5","TM",11.8
2026-03-16,"14:31:00","D5","TX",19.5
2026-03-16,"06:18:00","D5","TN",5.9
2026-03-16,NA,"D5","HRM",43
2026-03-16,"17:33:00","D5","HRX",69
2026-03-16,"00:00:00","D5","HRN",18
2026-03-16,NA,"D5","PM",970.2
2026-03-16,"10:55:00","D5","PX",972
2026-03-16,"00:01:00","D5","PN",967.4
2026-03-16,NA,"D5","PPT",0
2026-03-16,NA,"D5","RS24h",20.7
2026-03-16,NA,"D5","VVM10",5.1
2026-03-16,NA,"D5","DVM10",305
2026-03-16,"07:15:00","D5","VVX10",14
2026-03-16,"07:15:00","D5","DVVX10",314
2026-03-16,NA,"X4","TM",14
2026-03-16,"11:58:00","X4","TX",18.5
2026-03-16,"06:02:00","X4","TN",9.1
2026-03-16,NA,"X4","HRM",43
2026-03-16,"21:34:00","X4","HRX",70
2026-03-16,"11:16:00","X4","HRN",22
2026-03-16,NA,"X4","PM",1015
2026-03-16,"10:51:00","X4","PX",1016.8
2026-03-16,"00:01:00","X4","PN",1012.2
2026-03-16,NA,"X4","PPT",0
2026-03-16,NA,"X4","RS24h",20.3
2026-03-16,NA,"X4","VVM10",0.7
2026-03-16,NA,"X4","DVM10",281
2026-03-16,"14:32:00","X4","VVX10",6.9
2026-03-16,"14:32:00","X4","DVVX10",210
2026-03-16,NA,"X8","TM",12.8
2026-03-16,"13:15:00","X8","TX",20.2
2026-03-16,"04:21:00","X8","TN",7.3
2026-03-16,NA,"X8","HRM",48
2026-03-16,"20:20:00","X8","HRX",85
2026-03-16,"12:00:00","X8","HRN",23
2026-03-16,NA,"X8","PM",1009.4
2026-03-16,"10:54:00","X8","PX",1011.3
2026-03-16,"00:01:00","X8","PN",1006.6
2026-03-16,NA,"X8","PPT",0
2026-03-16,NA,"X8","RS24h",20.4
2026-03-16,NA,"X8","VVM10",2
2026-03-16,NA,"X8","DVM10",279
2026-03-16,"04:59:00","X8","VVX10",10.2
2026-03-16,"04:59:00","X8","DVVX10",298
2026-03-17,NA,"D5","TM",13.1
2026-03-17,"14:19:00","D5","TX",19
2026-03-17,"21:19:00","D5","TN",9.7
2026-03-17,NA,"D5","HRM",65
2026-03-17,"20:30:00","D5","HRX",100
2026-03-17,"22:10:00","D5","HRN",45
2026-03-17,NA,"D5","PM",967.7
2026-03-17,"00:32:00","D5","PX",970.4
2026-03-17,"23:58:00","D5","PN",964.7
2026-03-17,NA,"D5","PPT",0
2026-03-17,NA,"D5","RS24h",20.6
2026-03-17,NA,"D5","VVM10",1.7
2026-03-17,NA,"D5","DVM10",161
2026-03-17,"02:11:00","D5","VVX10",6.3
2026-03-17,"02:11:00","D5","DVVX10",41
2026-03-17,NA,"X4","TM",14.1
2026-03-17,"12:21:00","X4","TX",17.3
2026-03-17,"05:43:00","X4","TN",11.2
2026-03-17,NA,"X4","HRM",71
2026-03-17,"23:30:00","X4","HRX",100
2026-03-17,"09:37:00","X4","HRN",45
2026-03-17,NA,"X4","PM",1012.3
2026-03-17,"00:08:00","X4","PX",1015.1
2026-03-17,"23:58:00","X4","PN",1009.2
2026-03-17,NA,"X4","PPT",0
2026-03-17,NA,"X4","RS24h",20.3
2026-03-17,NA,"X4","VVM10",0.6
2026-03-17,NA,"X4","DVM10",131
2026-03-17,"11:19:00","X4","VVX10",4.2
2026-03-17,"11:19:00","X4","DVVX10",174
2026-03-17,NA,"X8","TM",13.6
2026-03-17,"12:32:00","X8","TX",18.9
2026-03-17,"03:48:00","X8","TN",8.9
2026-03-17,NA,"X8","HRM",73
2026-03-17,"23:31:00","X8","HRX",100
2026-03-17,"10:24:00","X8","HRN",49
2026-03-17,NA,"X8","PM",1006.6
2026-03-17,"00:01:00","X8","PX",1009.6
2026-03-17,"23:59:00","X8","PN",1003.6
2026-03-17,NA,"X8","PPT",0
2026-03-17,NA,"X8","RS24h",20.3
2026-03-17,NA,"X8","VVM10",1.1
2026-03-17,NA,"X8","DVM10",123
2026-03-17,"11:36:00","X8","VVX10",5.2
2026-03-17,"11:36:00","X8","DVVX10",102
2026-03-18,NA,"D5","TM",11.8
2026-03-18,"11:48:00","D5","TX",16
2026-03-18,"23:39:00","D5","TN",9.3
2026-03-18,NA,"D5","HRM",73
2026-03-18,"19:30:00","D5","HRX",100
2026-03-18,"02:05:00","D5","HRN",47
2026-03-18,NA,"D5","PM",963.7
2026-03-18,"23:57:00","D5","PX",967.4
2026-03-18,"13:40:00","D5","PN",961.6
2026-03-18,NA,"D5","PPT",0
2026-03-18,NA,"D5","RS24h",19.4
2026-03-18,NA,"D5","VVM10",2.8
2026-03-18,NA,"D5","DVM10",58
2026-03-18,"18:40:00","D5","VVX10",14.5
2026-03-18,"18:40:00","D5","DVVX10",42
2026-03-18,NA,"X4","TM",13.2
2026-03-18,"15:06:00","X4","TX",15.7
2026-03-18,"06:58:00","X4","TN",9.7
2026-03-18,NA,"X4","HRM",82
2026-03-18,"07:30:00","X4","HRX",100
2026-03-18,"12:41:00","X4","HRN",62
2026-03-18,NA,"X4","PM",1008.5
2026-03-18,"23:30:00","X4","PX",1012.7
2026-03-18,"13:43:00","X4","PN",1005.9
2026-03-18,NA,"X4","PPT",0
2026-03-18,NA,"X4","RS24h",18.7
2026-03-18,NA,"X4","VVM10",1.3
2026-03-18,NA,"X4","DVM10",122
2026-03-18,"23:06:00","X4","VVX10",8.7
2026-03-18,"23:06:00","X4","DVVX10",126
2026-03-18,NA,"X8","TM",12.7
2026-03-18,"13:03:00","X8","TX",16.9
2026-03-18,"05:47:00","X8","TN",8.6
2026-03-18,NA,"X8","HRM",81
2026-03-18,"06:31:00","X8","HRX",100
2026-03-18,"13:15:00","X8","HRN",51
2026-03-18,NA,"X8","PM",1002.7
2026-03-18,"23:54:00","X8","PX",1006.8
2026-03-18,"13:39:00","X8","PN",1000.2
2026-03-18,NA,"X8","PPT",0
2026-03-18,NA,"X8","RS24h",20.3
2026-03-18,NA,"X8","VVM10",3.1
2026-03-18,NA,"X8","DVM10",81
2026-03-18,"19:38:00","X8","VVX10",14.6
2026-03-18,"19:38:00","X8","DVVX10",67
2026-03-19,NA,"D5","TM",9.5
2026-03-19,"12:54:00","D5","TX",12.2
2026-03-19,"20:34:00","D5","TN",8
2026-03-19,NA,"D5","HRM",79
2026-03-19,"03:44:00","D5","HRX",89
2026-03-19,"12:50:00","D5","HRN",67
2026-03-19,NA,"D5","PM",968.3
2026-03-19,"12:23:00","D5","PX",969.4
2026-03-19,"04:14:00","D5","PN",967
2026-03-19,NA,"D5","PPT",0
2026-03-19,NA,"D5","RS24h",6.2
2026-03-19,NA,"D5","VVM10",3.9
2026-03-19,NA,"D5","DVM10",49
2026-03-19,"01:23:00","D5","VVX10",11.3
2026-03-19,"01:23:00","D5","DVVX10",41
2026-03-19,NA,"X4","TM",13.4
2026-03-19,"13:17:00","X4","TX",15
2026-03-19,"23:44:00","X4","TN",11.5
2026-03-19,NA,"X4","HRM",64
2026-03-19,"22:56:00","X4","HRX",69
2026-03-19,"14:03:00","X4","HRN",59
2026-03-19,NA,"X4","PM",1013.3
2026-03-19,"12:30:00","X4","PX",1014.4
2026-03-19,"04:38:00","X4","PN",1011.9
2026-03-19,NA,"X4","PPT",0
2026-03-19,NA,"X4","RS24h",8
2026-03-19,NA,"X4","VVM10",1.8
2026-03-19,NA,"X4","DVM10",80
2026-03-19,"01:55:00","X4","VVX10",8.6
2026-03-19,"01:55:00","X4","DVVX10",113
2026-03-19,NA,"X8","TM",12.7
2026-03-19,"13:06:00","X8","TX",14.5
2026-03-19,"23:03:00","X8","TN",10.2
2026-03-19,NA,"X8","HRM",65
2026-03-19,"22:01:00","X8","HRX",72
2026-03-19,"12:57:00","X8","HRN",55
2026-03-19,NA,"X8","PM",1007.6
2026-03-19,"12:23:00","X8","PX",1008.7
2026-03-19,"04:33:00","X8","PN",1006.1
2026-03-19,NA,"X8","PPT",0
2026-03-19,NA,"X8","RS24h",7
2026-03-19,NA,"X8","VVM10",3
2026-03-19,NA,"X8","DVM10",60
2026-03-19,"00:00:00","X8","VVX10",10.1
2026-03-19,"00:00:00","X8","DVVX10",68
2026-03-20,NA,"D5","TM",11.2
2026-03-20,"12:28:00","D5","TX",16
2026-03-20,"00:05:00","D5","TN",8.2
2026-03-20,NA,"D5","HRM",51
2026-03-20,"19:39:00","D5","HRX",96
2026-03-20,"10:31:00","D5","HRN",32
2026-03-20,NA,"D5","PM",967.3
2026-03-20,"10:31:00","D5","PX",968.7
2026-03-20,"23:58:00","D5","PN",966.1
2026-03-20,NA,"D5","PPT",0
2026-03-20,NA,"D5","RS24h",21.5
2026-03-20,NA,"D5","VVM10",2.9
2026-03-20,NA,"D5","DVM10",57
2026-03-20,"02:37:00","D5","VVX10",8.8
2026-03-20,"02:37:00","D5","DVVX10",26
2026-03-20,NA,"X4","TM",13.4
2026-03-20,"11:40:00","X4","TX",16.6
2026-03-20,"06:06:00","X4","TN",10.1
2026-03-20,NA,"X4","HRM",55
2026-03-20,"22:31:00","X4","HRX",79
2026-03-20,"10:35:00","X4","HRN",29
2026-03-20,NA,"X4","PM",1012.1
2026-03-20,"10:30:00","X4","PX",1013.6
2026-03-20,"23:55:00","X4","PN",1010.8
2026-03-20,NA,"X4","PPT",0
2026-03-20,NA,"X4","RS24h",21.3
2026-03-20,NA,"X4","VVM10",1.7
2026-03-20,NA,"X4","DVM10",57
2026-03-20,"12:11:00","X4","VVX10",7.2
2026-03-20,"12:11:00","X4","DVVX10",89
2026-03-20,NA,"X8","TM",12
2026-03-20,"13:04:00","X8","TX",17
2026-03-20,"05:15:00","X8","TN",6.1
2026-03-20,NA,"X8","HRM",60
2026-03-20,"22:05:00","X8","HRX",95
2026-03-20,"10:23:00","X8","HRN",25
2026-03-20,NA,"X8","PM",1006.5
2026-03-20,"10:37:00","X8","PX",1007.9
2026-03-20,"16:22:00","X8","PN",1005
2026-03-20,NA,"X8","PPT",0
2026-03-20,NA,"X8","RS24h",21.3
2026-03-20,NA,"X8","VVM10",1.7
2026-03-20,NA,"X8","DVM10",47
2026-03-20,"13:08:00","X8","VVX10",7.8
2026-03-20,"13:08:00","X8","DVVX10",123
